_record_id,_dataset_id,_record_type,_version,_is_deleted,chart_record_id,event_date,event_date_accuracy,event_type,event_category,title,description,source_type,verification_status,confidence_tier,privacy_tier
ASTRO-REC-EVNT-000018,ASTRO-RS-EVENT-v0.1.0,event,1,false,ASTRO-REC-WIKI-000007,2000-01-01,estimated_year,career_milestone,wealth,Bill & Melinda Gates Foundation,Launches the Bill & Melinda Gates Foundation with $28 billion endowment,biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000019,ASTRO-RS-EVENT-v0.1.0,event,1,false,ASTRO-REC-WIKI-000008,1877-01-01,estimated_year,career_milestone,career,Phonograph invented,Thomas Edison invents the phonograph at Menlo Park laboratory,biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000020,ASTRO-RS-EVENT-v0.1.0,event,1,false,ASTRO-REC-WIKI-000008,1879-10-21,estimated_day,career_milestone,career,First practical light bulb,Edison demonstrates the first commercially practical incandescent light bulb,biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000021,ASTRO-RS-EVENT-v0.1.0,event,1,false,ASTRO-REC-WIKI-000016,1919-02-12,exact,career_milestone,career,South African Indian Congress,Gandhi founds the South African Indian Congress,biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000022,ASTRO-RS-EVENT-v0.1.0,event,1,false,ASTRO-REC-WIKI-000016,1930-03-12,exact,career_milestone,career,Salt March begins,Gandhi begins the 240-mile Salt March to Dandi,biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000024,ASTRO-RS-EVENT-v0.1.0,event,1,false,ASTRO-REC-WIKI-000017,1962-05-26,exact,career_start,career,ANC Youth League president,Mandela elected president of the ANC Youth League,biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000027,ASTRO-RS-EVENT-v0.1.0,event,1,false,ASTRO-REC-WIKI-000017,1994-04-27,exact,career_milestone,career,First democratic election,South Africa's first democratic election; Mandela becomes president,biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000028,ASTRO-RS-EVENT-v0.1.0,event,1,false,ASTRO-REC-WIKI-000022,1955-12-01,exact,career_milestone,career,Montgomery Bus Boycott begins,King leads the Montgomery Bus boycott after Rosa Parks arrest,biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000029,ASTRO-RS-EVENT-v0.1.0,event,1,false,ASTRO-REC-WIKI-000022,1963-08-28,exact,career_milestone,career,I Have a Dream speech,Delivers iconic speech at the March on Washington,biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000030,ASTRO-RS-EVENT-v0.1.0,event,1,false,ASTRO-REC-WIKI-000022,1964-07-02,exact,career_milestone,career,Nobel Peace Prize,Awarded Nobel Peace Prize for nonviolent civil rights struggle,biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000032,ASTRO-RS-EVENT-v0.1.0,event,1,false,ASTRO-REC-WIKI-000023,1969-01-01,estimated_year,career_start,career,Jackson 5 debut,Michael Jackson performs with the Jackson 5 for the first time,biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000033,ASTRO-RS-EVENT-v0.1.0,event,1,false,ASTRO-REC-WIKI-000023,1982-11-30,exact,career_milestone,career,Thriller released,Michael Jackson's Thriller becomes the best-selling album of all time,biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000035,ASTRO-RS-EVENT-v0.1.0,event,1,false,ASTRO-REC-WIKI-000026,1986-10-21,exact,career_milestone,career,Nobel Prize in Literature,Wole Soyinka awarded Nobel Prize in Literature,biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000036,ASTRO-RS-EVENT-v0.1.0,event,1,false,ASTRO-REC-WIKI-000029,2010-10-07,exact,career_milestone,career,Nobel Prize in Literature,Mario Vargas Llosa awarded Nobel Prize in Literature,biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000038,ASTRO-RS-EVENT-v0.1.0,event,1,false,ASTRO-REC-WIKI-000020,1937-04-26,exact,career_milestone,career,Guernica painted,Picasso paints Guernica in response to the bombing of the Basque town,biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000040,ASTRO-RS-EVENT-v0.1.0,event,1,false,ASTRO-REC-WIKI-000013,1944-01-01,estimated_year,career_start,career,Princeton appointment,Von Neumann joins the Institute for Advanced Study at Princeton,biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000048,ASTRO-RS-EVENT-v0.1.0,event,1,false,ASTRO-REC-WIKI-000017,1995-05-10,exact,career_change,career,Inauguration as President,Nelson Mandela inaugurated as first Black president of South Africa,biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000053,ASTRO-RS-EVENT-v0.1.0,event,1,false,ASTRO-REC-WIKI-000001,1921-06-01,estimated_year,career_milestone,career,Professor at ETH Zurich,Einstein appointed professor at ETH Zurich,biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000054,ASTRO-RS-EVENT-v0.1.0,event,1,false,ASTRO-REC-WIKI-000001,1933-01-01,estimated_year,career_change,career,Moves to Princeton,"Einstein emigrates to the United States, joins Princeton",biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000058,ASTRO-RS-EVENT-v0.1.0,event,1,false,ASTRO-REC-WIKI-000020,1904-01-01,estimated_year,career_start,career,First solo exhibition,Picasso has his first solo exhibition in Barcelona,biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000060,ASTRO-RS-EVENT-v0.1.0,event,1,false,ASTRO-REC-WIKI-000026,1960-01-01,estimated_year,career_start,career,First professional play,Wole Soyinka's first professional play performed in Lagos,biography,verified_multi_source,verified,public
