_record_id,_dataset_id,_record_type,_version,_is_deleted,chart_record_id,event_date,event_date_accuracy,event_type,event_category,title,description,source_type,verification_status,confidence_tier,privacy_tier
ASTRO-REC-EVNT-000886,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-063249,1954-04-04,estimated_year,spiritual_initiation,spiritual,pilgrimage,Muhammad Ali - pilgrimage (1954-04-04),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000735,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-051353,1958-10-25,exact,spiritual_milestone,spiritual,Publication of teachings,Stephen King - publication of teachings (1958-10-25),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000902,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-006582,1976-04-10,exact,spiritual_experience,spiritual,Spiritual awakening,Christopher Nolan - spiritual awakening (1976-04-10),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000866,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-067036,1864-06-24,estimated_year,spiritual_milestone,spiritual,Publication of teachings,Charles Dickens - publication of teachings (1864-06-24),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000868,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-017576,1623-02-18,exact,spiritual_initiation,spiritual,initiation ceremony,Rembrandt - initiation ceremony (1623-02-18),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000789,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-051753,1873-07-06,exact,spiritual_initiation,spiritual,pilgrimage,Vincent van Gogh - pilgrimage (1873-07-06),biography,verified_single_source,verified,public
ASTRO-REC-EVNT-000766,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-061138,1994-12-22,exact,spiritual_experience,spiritual,Spiritual awakening,Spike Lee - spiritual awakening (1994-12-22),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000824,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-088762,1987-08-21,exact,spiritual_experience,spiritual,Spiritual awakening,Quentin Tarantino - spiritual awakening (1987-08-21),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000798,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-093056,1970-09-07,estimated_year,spiritual_experience,spiritual,Spiritual awakening,Steve Jobs - spiritual awakening (1970-09-07),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000734,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-035650,1920-08-02,exact,spiritual_milestone,spiritual,Publication of philosophical work,Alan Turing - publication of philosophical work (1920-08-02),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000890,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-076229,1994-12-09,exact,spiritual_initiation,spiritual,founding of spiritual movement,Stanley Kubrick - founding of spiritual movement (1994-12-09),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000859,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-073997,1936-07-16,exact,spiritual_initiation,spiritual,publication of spiritual work,Warren Buffett - publication of spiritual work (1936-07-16),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000888,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-014543,1981-02-09,estimated_year,spiritual_milestone,spiritual,Publication of philosophical work,James Cameron - publication of philosophical work (1981-02-09),news_archive,verified_single_source,verified,public
ASTRO-REC-EVNT-000809,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-013770,1694-01-26,estimated_year,spiritual_milestone,spiritual,Publication of philosophical work,Isaac Newton - publication of philosophical work (1694-01-26),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000874,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-031106,1974-05-05,exact,spiritual_experience,spiritual,Spiritual awakening,The Beatles - spiritual awakening (1974-05-05),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000828,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-065954,1971-05-21,exact,spiritual_initiation,spiritual,publication of spiritual work,Nelson Mandela - publication of spiritual work (1971-05-21),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000774,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-018929,1887-10-04,exact,spiritual_experience,spiritual,Spiritual awakening,Pablo Picasso - spiritual awakening (1887-10-04),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000796,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-014926,1765-06-21,estimated_year,spiritual_experience,spiritual,Spiritual awakening,Wolfgang Mozart - spiritual awakening (1765-06-21),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000860,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-014926,1810-02-28,exact,spiritual_milestone,spiritual,Publication of spiritual book,Wolfgang Mozart - publication of spiritual book (1810-02-28),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000904,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-066665,1589-02-10,exact,spiritual_initiation,spiritual,pilgrimage,Galileo Galilei - pilgrimage (1589-02-10),news_archive,verified_multi_source,verified,public
ASTRO-REC-EVNT-000908,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-066665,1584-04-20,exact,spiritual_experience,spiritual,Spiritual awakening,Galileo Galilei - spiritual awakening (1584-04-20),biography,verified_single_source,verified,public
ASTRO-REC-EVNT-000780,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-057276,1844-11-27,exact,spiritual_milestone,spiritual,Publication of philosophical work,Andrew Carnegie - publication of philosophical work (1844-11-27),biography,verified_single_source,verified,public
ASTRO-REC-EVNT-000749,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-041303,1939-11-20,exact,spiritual_milestone,spiritual,Publication of philosophical work,Salvador Dali - publication of philosophical work (1939-11-20),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000842,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-022350,1989-02-02,exact,spiritual_initiation,spiritual,founding of spiritual movement,Steven Spielberg - founding of spiritual movement (1989-02-02),biography,verified_multi_source,estimated,public
ASTRO-REC-EVNT-000769,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-057276,1898-11-06,exact,spiritual_experience,spiritual,Spiritual awakening,Andrew Carnegie - spiritual awakening (1898-11-06),biography,verified_single_source,verified,public
ASTRO-REC-EVNT-000825,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-097019,1939-11-01,exact,spiritual_milestone,spiritual,Publication of spiritual book,Georgia O'Keeffe - publication of spiritual book (1939-11-01),biography,verified_single_source,verified,public
ASTRO-REC-EVNT-000762,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-035650,1966-04-16,exact,spiritual_milestone,spiritual,Publication of philosophical work,Alan Turing - publication of philosophical work (1966-04-16),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000813,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-026060,1924-01-06,estimated_year,spiritual_initiation,spiritual,spiritual retreat,Winston Churchill - spiritual retreat (1924-01-06),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000864,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-025975,1989-01-06,exact,spiritual_experience,spiritual,Spiritual awakening,Jeff Bezos - spiritual awakening (1989-01-06),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000814,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-061967,1956-11-24,exact,spiritual_milestone,spiritual,Publication of philosophical work,John F. Kennedy - publication of philosophical work (1956-11-24),biography,verified_single_source,verified,public
ASTRO-REC-EVNT-000807,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-070689,1935-12-27,estimated_year,spiritual_experience,spiritual,Spiritual awakening,Albert Einstein - spiritual awakening (1935-12-27),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000849,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-006582,1985-11-25,exact,spiritual_experience,spiritual,Spiritual awakening,Christopher Nolan - spiritual awakening (1985-11-25),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000893,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-060447,1775-04-28,exact,spiritual_milestone,spiritual,Publication of philosophical work,Ludwig van Beethoven - publication of philosophical work (1775-04-28),news_archive,verified_single_source,verified,public
ASTRO-REC-EVNT-000801,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-090394,2008-12-14,exact,spiritual_initiation,spiritual,founding of spiritual movement,Cristiano Ronaldo - founding of spiritual movement (2008-12-14),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000740,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-068388,1930-07-12,exact,spiritual_experience,spiritual,Spiritual awakening,Jackie Robinson - spiritual awakening (1930-07-12),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000913,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-014926,1762-03-28,exact,spiritual_initiation,spiritual,founding of spiritual movement,Wolfgang Mozart - founding of spiritual movement (1762-03-28),biography,verified_single_source,verified,public
ASTRO-REC-EVNT-000876,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-031327,1780-06-08,estimated_year,spiritual_initiation,spiritual,founding of spiritual movement,Jane Austen - founding of spiritual movement (1780-06-08),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000802,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-014913,1895-03-07,exact,spiritual_experience,spiritual,Spiritual awakening,Henry Ford - spiritual awakening (1895-03-07),biography,verified_multi_source,estimated,public
ASTRO-REC-EVNT-000815,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-024904,1898-12-24,estimated_year,spiritual_initiation,spiritual,initiation ceremony,Mark Twain - initiation ceremony (1898-12-24),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000737,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-064861,1880-10-26,estimated_year,spiritual_milestone,spiritual,Publication of spiritual book,Marie Curie - publication of spiritual book (1880-10-26),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000782,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-067036,1857-12-11,estimated_year,spiritual_milestone,spiritual,Publication of philosophical work,Charles Dickens - publication of philosophical work (1857-12-11),biography,verified_multi_source,estimated,public
ASTRO-REC-EVNT-000899,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-022350,1987-09-10,estimated_year,spiritual_initiation,spiritual,founding of spiritual movement,Steven Spielberg - founding of spiritual movement (1987-09-10),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000788,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-017676,1974-02-06,exact,spiritual_experience,spiritual,Spiritual awakening,Barack Obama - spiritual awakening (1974-02-06),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000878,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-047357,1976-12-24,exact,spiritual_experience,spiritual,Spiritual awakening,Joe Biden - spiritual awakening (1976-12-24),news_archive,verified_multi_source,verified,public
ASTRO-REC-EVNT-000850,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-081846,1488-07-06,exact,spiritual_experience,spiritual,Spiritual awakening,Leonardo da Vinci - spiritual awakening (1488-07-06),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000882,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-030234,1883-11-20,exact,spiritual_experience,spiritual,Spiritual awakening,Mahatma Gandhi - spiritual awakening (1883-11-20),news_archive,verified_multi_source,verified,public
ASTRO-REC-EVNT-000837,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-035152,1970-05-22,exact,spiritual_milestone,spiritual,Publication of spiritual book,Bill Gates - publication of spiritual book (1970-05-22),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000772,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-012740,2006-07-11,estimated_year,spiritual_experience,spiritual,Spiritual awakening,Stephen Hawking - spiritual awakening (2006-07-11),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000799,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-061138,2008-07-25,estimated_year,spiritual_milestone,spiritual,Publication of spiritual book,Spike Lee - publication of spiritual book (2008-07-25),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000777,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-032042,1982-02-01,exact,spiritual_experience,spiritual,Spiritual awakening,J.K. Rowling - spiritual awakening (1982-02-01),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000736,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-014543,1971-06-21,estimated_year,spiritual_experience,spiritual,Spiritual awakening,James Cameron - spiritual awakening (1971-06-21),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000848,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-035152,1972-12-01,estimated_year,spiritual_milestone,spiritual,Publication of teachings,Bill Gates - publication of teachings (1972-12-01),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000775,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-060447,1803-06-06,exact,spiritual_experience,spiritual,Spiritual awakening,Ludwig van Beethoven - spiritual awakening (1803-06-06),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000869,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-066665,1581-07-18,estimated_year,spiritual_milestone,spiritual,Publication of philosophical work,Galileo Galilei - publication of philosophical work (1581-07-18),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000783,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-051353,1981-09-19,estimated_year,spiritual_experience,spiritual,Spiritual awakening,Stephen King - spiritual awakening (1981-09-19),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000816,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-098082,1940-05-03,exact,spiritual_initiation,spiritual,initiation ceremony,Andy Warhol - initiation ceremony (1940-05-03),biography,verified_multi_source,estimated,public
ASTRO-REC-EVNT-000738,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-090638,1488-01-02,exact,spiritual_milestone,spiritual,Publication of philosophical work,Michelangelo - publication of philosophical work (1488-01-02),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000791,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-013770,1675-02-25,estimated_year,spiritual_initiation,spiritual,guru meeting,Isaac Newton - guru meeting (1675-02-25),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000910,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-020446,1940-03-23,estimated_year,spiritual_initiation,spiritual,spiritual retreat,Toni Morrison - spiritual retreat (1940-03-23),news_archive,verified_multi_source,verified,public
ASTRO-REC-EVNT-000810,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-087722,1964-08-22,estimated_year,spiritual_experience,spiritual,Spiritual awakening,Ernest Hemingway - spiritual awakening (1964-08-22),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000844,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-081846,1504-12-25,exact,spiritual_milestone,spiritual,Publication of philosophical work,Leonardo da Vinci - publication of philosophical work (1504-12-25),biography,verified_multi_source,estimated,public
ASTRO-REC-EVNT-000797,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-017676,1981-10-19,estimated_year,spiritual_experience,spiritual,Spiritual awakening,Barack Obama - spiritual awakening (1981-10-19),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000793,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-070689,1916-12-24,exact,spiritual_initiation,spiritual,spiritual retreat,Albert Einstein - spiritual retreat (1916-12-24),news_archive,verified_single_source,verified,public
ASTRO-REC-EVNT-000887,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-066665,1588-03-14,exact,spiritual_milestone,spiritual,Publication of spiritual book,Galileo Galilei - publication of spiritual book (1588-03-14),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000881,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-006582,1999-07-01,exact,spiritual_experience,spiritual,Spiritual awakening,Christopher Nolan - spiritual awakening (1999-07-01),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000817,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-069350,1954-10-24,exact,spiritual_experience,spiritual,Spiritual awakening,Margaret Thatcher - spiritual awakening (1954-10-24),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000795,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-039681,1722-12-16,exact,spiritual_initiation,spiritual,initiation ceremony,Johann Bach - initiation ceremony (1722-12-16),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000820,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-089421,2007-09-23,exact,spiritual_milestone,spiritual,Publication of teachings,Greta Gerwig - publication of teachings (2007-09-23),biography,verified_single_source,verified,public
ASTRO-REC-EVNT-000852,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-070095,1906-01-12,exact,spiritual_initiation,spiritual,pilgrimage,John D. Rockefeller - pilgrimage (1906-01-12),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000889,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-070689,1925-03-11,exact,spiritual_initiation,spiritual,initiation ceremony,Albert Einstein - initiation ceremony (1925-03-11),biography,verified_single_source,verified,public
ASTRO-REC-EVNT-000758,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-007439,2001-10-26,exact,spiritual_initiation,spiritual,initiation ceremony,Michael Jordan - initiation ceremony (2001-10-26),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000896,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-089421,1989-03-12,exact,spiritual_experience,spiritual,Spiritual awakening,Greta Gerwig - spiritual awakening (1989-03-12),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000773,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-031327,1842-08-03,exact,spiritual_milestone,spiritual,Publication of spiritual book,Jane Austen - publication of spiritual book (1842-08-03),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000879,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-072532,1948-08-24,exact,spiritual_initiation,spiritual,publication of spiritual work,Frida Kahlo - publication of spiritual work (1948-08-24),biography,verified_single_source,verified,public
ASTRO-REC-EVNT-000853,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-035152,1960-02-14,exact,spiritual_experience,spiritual,Spiritual awakening,Bill Gates - spiritual awakening (1960-02-14),biography,verified_single_source,verified,public
ASTRO-REC-EVNT-000883,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-030234,1882-08-25,exact,spiritual_initiation,spiritual,founding of spiritual movement,Mahatma Gandhi - founding of spiritual movement (1882-08-25),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000867,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-065954,1931-11-24,exact,spiritual_experience,spiritual,Spiritual awakening,Nelson Mandela - spiritual awakening (1931-11-24),biography,verified_single_source,verified,public
ASTRO-REC-EVNT-000861,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-068388,1947-04-28,exact,spiritual_milestone,spiritual,Publication of spiritual book,Jackie Robinson - publication of spiritual book (1947-04-28),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000764,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-019559,1853-01-06,exact,spiritual_initiation,spiritual,spiritual retreat,Ada Lovelace - spiritual retreat (1853-01-06),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000898,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-036634,1949-01-21,exact,spiritual_experience,spiritual,Spiritual awakening,Elvis Presley - spiritual awakening (1949-01-21),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000784,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-060447,1823-04-20,exact,spiritual_experience,spiritual,Spiritual awakening,Ludwig van Beethoven - spiritual awakening (1823-04-20),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000854,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-070689,1926-05-08,exact,spiritual_initiation,spiritual,pilgrimage,Albert Einstein - pilgrimage (1926-05-08),biography,verified_single_source,verified,public
ASTRO-REC-EVNT-000845,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-068388,1941-07-17,estimated_year,spiritual_experience,spiritual,Spiritual awakening,Jackie Robinson - spiritual awakening (1941-07-17),biography,verified_single_source,estimated,public
ASTRO-REC-EVNT-000733,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-012740,2003-02-21,exact,spiritual_experience,spiritual,Spiritual awakening,Stephen Hawking - spiritual awakening (2003-02-21),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000747,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-035650,1926-03-26,exact,spiritual_milestone,spiritual,Publication of philosophical work,Alan Turing - publication of philosophical work (1926-03-26),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000903,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-017576,1636-11-02,exact,spiritual_experience,spiritual,Spiritual awakening,Rembrandt - spiritual awakening (1636-11-02),news_archive,verified_multi_source,verified,public
ASTRO-REC-EVNT-000885,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-014542,1841-07-05,exact,spiritual_initiation,spiritual,founding of spiritual movement,Charles Darwin - founding of spiritual movement (1841-07-05),news_archive,verified_multi_source,verified,public
ASTRO-REC-EVNT-000851,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-031106,1995-05-09,exact,spiritual_milestone,spiritual,Publication of teachings,The Beatles - publication of teachings (1995-05-09),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000753,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-073997,1994-07-14,exact,spiritual_initiation,spiritual,pilgrimage,Warren Buffett - pilgrimage (1994-07-14),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000856,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-036634,1948-07-14,estimated_year,spiritual_experience,spiritual,Spiritual awakening,Elvis Presley - spiritual awakening (1948-07-14),biography,verified_multi_source,verified,public
