_record_id,_dataset_id,_record_type,_version,_is_deleted,chart_record_id,event_date,event_date_accuracy,event_type,event_category,title,description,source_type,verification_status,confidence_tier,privacy_tier
ASTRO-REC-EVNT-000011,ASTRO-RS-EVENT-v0.1.0,event,1,false,ASTRO-REC-WIKI-000005,1936-01-01,estimated_year,education_completion,education,"Graduates from King's College Cambridge","Alan Turing graduates with first-class honours in mathematics",biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000012,ASTRO-RS-EVENT-v0.1.0,event,1,false,ASTRO-REC-WIKI-000005,1940-01-01,estimated_year,career_milestone,career,"Bombe machine breaks Enigma","Turing's Bombe machine successfully decrypts German Enigma messages at Bletchley Park",biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000013,ASTRO-RS-EVENT-v0.1.0,event,1,false,ASTRO-REC-WIKI-000011,1965-01-01,estimated_year,education_start,education,"Begins PhD at Cambridge","Stephen Hawking begins doctoral research in cosmology at Trinity Hall, Cambridge",biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000014,ASTRO-RS-EVENT-v0.1.0,event,1,false,ASTRO-REC-WIKI-000011,1963-01-01,estimated_year,health_onset,health,"ALS diagnosis","Diagnosed with amyotrophic lateral sclerosis (ALS) at age 21",biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000015,ASTRO-RS-EVENT-v0.1.0,event,1,false,ASTRO-REC-WIKI-000011,1988-03-01,exact,career_milestone,career,"A Brief History of Time published","Hawking's popular science book becomes international bestseller",biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000016,ASTRO-RS-EVENT-v0.1.0,event,1,false,ASTRO-REC-WIKI-000007,1975-01-01,estimated_year,career_start,career,"Microsoft founded","Bill Gates co-founds Microsoft with Paul Allen in Albuquerque, New Mexico",biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000017,ASTRO-RS-EVENT-v0.1.0,event,1,false,ASTRO-REC-WIKI-000007,2000-01-13,exact,career_change,career,"Steps down as Microsoft CEO","Gates transitions from CEO to Chief Software Architect",biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000018,ASTRO-RS-EVENT-v0.1.0,event,1,false,ASTRO-REC-WIKI-000007,2000-01-01,estimated_year,career_milestone,wealth,"Bill & Melinda Gates Foundation","Launches the Bill & Melinda Gates Foundation with $28 billion endowment",biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000019,ASTRO-RS-EVENT-v0.1.0,event,1,false,ASTRO-REC-WIKI-000008,1877-01-01,estimated_year,career_milestone,career,"Phonograph invented","Thomas Edison invents the phonograph at Menlo Park laboratory",biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000020,ASTRO-RS-EVENT-v0.1.0,event,1,false,ASTRO-REC-WIKI-000008,1879-10-21,estimated_day,career_milestone,career,"First practical light bulb","Edison demonstrates the first commercially practical incandescent light bulb",biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000021,ASTRO-RS-EVENT-v0.1.0,event,1,false,ASTRO-REC-WIKI-000016,1919-02-12,exact,career_milestone,career,"South African Indian Congress","Gandhi founds the South African Indian Congress",biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000022,ASTRO-RS-EVENT-v0.1.0,event,1,false,ASTRO-REC-WIKI-000016,1930-03-12,exact,career_milestone,career,"Salt March begins","Gandhi begins the 240-mile Salt March to Dandi",biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000023,ASTRO-RS-EVENT-v0.1.0,event,1,false,ASTRO-REC-WIKI-000016,1948-01-30,exact,death,life_milestone,"Assassination","Gandhi is assassinated in New Delhi at age 78",biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000024,ASTRO-RS-EVENT-v0.1.0,event,1,false,ASTRO-REC-WIKI-000017,1962-05-26,exact,career_start,career,"ANC Youth League president","Mandela elected president of the ANC Youth League",biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000025,ASTRO-RS-EVENT-v0.1.0,event,1,false,ASTRO-REC-WIKI-000017,1964-06-12,exact,legal,life_milestone,"Sentenced to life imprisonment","Mandela sentenced to life imprisonment at Rivonia Trial",biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000026,ASTRO-RS-EVENT-v0.1.0,event,1,false,ASTRO-REC-WIKI-000017,1990-02-11,exact,legal,life_milestone,"Released from prison","Mandela released from Victor Verster Prison after 27 years",biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000027,ASTRO-RS-EVENT-v0.1.0,event,1,false,ASTRO-REC-WIKI-000017,1994-04-27,exact,career_milestone,career,"First democratic election","South Africa's first democratic election; Mandela becomes president",biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000028,ASTRO-RS-EVENT-v0.1.0,event,1,false,ASTRO-REC-WIKI-000022,1955-12-01,exact,career_milestone,career,"Montgomery Bus Boycott begins","King leads the Montgomery Bus boycott after Rosa Parks arrest",biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000029,ASTRO-RS-EVENT-v0.1.0,event,1,false,ASTRO-REC-WIKI-000022,1963-08-28,exact,career_milestone,career,"I Have a Dream speech","Delivers iconic speech at the March on Washington",biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000030,ASTRO-RS-EVENT-v0.1.0,event,1,false,ASTRO-REC-WIKI-000022,1964-07-02,exact,career_milestone,career,"Nobel Peace Prize","Awarded Nobel Peace Prize for nonviolent civil rights struggle",biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000031,ASTRO-RS-EVENT-v0.1.0,event,1,false,ASTRO-REC-WIKI-000022,1968-04-04,exact,death,life_milestone,"Assassination","King is assassinated at the Lorraine Motel in Memphis, Tennessee",biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000032,ASTRO-RS-EVENT-v0.1.0,event,1,false,ASTRO-REC-WIKI-000023,1969-01-01,estimated_year,career_start,career,"Jackson 5 debut","Michael Jackson performs with the Jackson 5 for the first time",biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000033,ASTRO-RS-EVENT-v0.1.0,event,1,false,ASTRO-REC-WIKI-000023,1982-11-30,exact,career_milestone,career,"Thriller released","Michael Jackson's Thriller becomes the best-selling album of all time",biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000034,ASTRO-RS-EVENT-v0.1.0,event,1,false,ASTRO-REC-WIKI-000023,2009-06-25,exact,death,life_milestone,"Death in Los Angeles","Michael Jackson dies of cardiac arrest in Los Angeles at age 50",biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000035,ASTRO-RS-EVENT-v0.1.0,event,1,false,ASTRO-REC-WIKI-000026,1986-10-21,exact,career_milestone,career,"Nobel Prize in Literature","Wole Soyinka awarded Nobel Prize in Literature",biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000036,ASTRO-RS-EVENT-v0.1.0,event,1,false,ASTRO-REC-WIKI-000029,2010-10-07,exact,career_milestone,career,"Nobel Prize in Literature","Mario Vargas Llosa awarded Nobel Prize in Literature",biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000037,ASTRO-RS-EVENT-v0.1.0,event,1,false,ASTRO-REC-WIKI-000020,1901-01-01,estimated_year,education_start,education,"Studies at Royal Academy","Picasso enrolls at the Royal Academy of San Fernando in Madrid",biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000038,ASTRO-RS-EVENT-v0.1.0,event,1,false,ASTRO-REC-WIKI-000020,1937-04-26,exact,career_milestone,career,"Guernica painted","Picasso paints Guernica in response to the bombing of the Basque town",biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000039,ASTRO-RS-EVENT-v0.1.0,event,1,false,ASTRO-REC-WIKI-000020,1973-04-08,exact,death,life_milestone,"Death in Mougins","Picasso dies in Mougins, France at age 91",biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000040,ASTRO-RS-EVENT-v0.1.0,event,1,false,ASTRO-REC-WIKI-000013,1944-01-01,estimated_year,career_start,career,"Princeton appointment","Von Neumann joins the Institute for Advanced Study at Princeton",biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000041,ASTRO-RS-EVENT-v0.1.0,event,1,false,ASTRO-REC-WIKI-000001,1914-06-25,exact,marriage,life_milestone,"Marriage to Mileva Maric","Einstein marries Mileva Maric in Bern",biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000042,ASTRO-RS-EVENT-v0.1.0,event,1,false,ASTRO-REC-WIKI-000001,1919-02-14,exact,marriage,life_milestone,"Marriage to Elsa Einstein","Einstein marries his cousin Elsa Einstein",biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000043,ASTRO-RS-EVENT-v0.1.0,event,1,false,ASTRO-REC-WIKI-000001,1905-06-30,exact,progeny,life_milestone,"Birth of first son Hans","First son Hans Albert Einstein born in Bern",biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000044,ASTRO-RS-EVENT-v0.1.0,event,1,false,ASTRO-REC-WIKI-000003,1897-05-26,exact,progeny,life_milestone,"Birth of first daughter Irène","First daughter Irène Marie Curie born in Paris",biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000045,ASTRO-RS-EVENT-v0.1.0,event,1,false,ASTRO-REC-WIKI-000003,1906-04-19,exact,death,life_milestone,"Death of Pierre Curie","Pierre Curie dies in a traffic accident in Paris",biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000046,ASTRO-RS-EVENT-v0.1.0,event,1,false,ASTRO-REC-WIKI-000005,1941-09-15,exact,death,life_milestone,"Death of Alan Turing","Alan Turing dies at age 41 (officially suicide)",biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000047,ASTRO-RS-EVENT-v0.1.0,event,1,false,ASTRO-REC-WIKI-000011,2018-03-14,exact,death,life_milestone,"Death of Stephen Hawking","Stephen Hawking dies at age 76 in Cambridge",biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000048,ASTRO-RS-EVENT-v0.1.0,event,1,false,ASTRO-REC-WIKI-000017,1995-05-10,exact,career_change,career,"Inauguration as President","Nelson Mandela inaugurated as first Black president of South Africa",biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000049,ASTRO-RS-EVENT-v0.1.0,event,1,false,ASTRO-REC-WIKI-000022,1958-01-01,estimated_year,education_start,education,"Enrolls at Morehouse College","Martin Luther King Jr. enrolls at Morehouse College in Atlanta",biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000050,ASTRO-RS-EVENT-v0.1.0,event,1,false,ASTRO-REC-WIKI-000023,1971-01-01,estimated_year,education_start,education,"Begins performing professionally","Michael Jackson begins performing professionally at age 13",biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000051,ASTRO-RS-EVENT-v0.1.0,event,1,false,ASTRO-REC-WIKI-000016,1931-01-01,estimated_year,health_onset,health,"Health decline from imprisonment","Gandhi's health deteriorates during imprisonment",biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000052,ASTRO-RS-EVENT-v0.1.0,event,1,false,ASTRO-REC-WIKI-000017,1988-07-18,exact,health_onset,health,"Lung cancer diagnosis","Nelson Mandela diagnosed with tuberculosis while imprisoned",biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000053,ASTRO-RS-EVENT-v0.1.0,event,1,false,ASTRO-REC-WIKI-000001,1921-06-01,estimated_year,career_milestone,career,"Professor at ETH Zurich","Einstein appointed professor at ETH Zurich",biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000054,ASTRO-RS-EVENT-v0.1.0,event,1,false,ASTRO-REC-WIKI-000001,1933-01-01,estimated_year,career_change,career,"Moves to Princeton","Einstein emigrates to the United States, joins Princeton",biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000055,ASTRO-RS-EVENT-v0.1.0,event,1,false,ASTRO-REC-WIKI-000003,1932-01-01,estimated_year,health_onset,health,"Health deteriorates from radiation","Marie Curie's health deteriorates from years of radiation exposure",biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000056,ASTRO-RS-EVENT-v0.1.0,event,1,false,ASTRO-REC-WIKI-000029,1959-01-01,estimated_year,education_start,education,"Studies at National Military School","Vargas Llosa enters the National Military School of Lima",biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000057,ASTRO-RS-EVENT-v0.1.0,event,1,false,ASTRO-REC-WIKI-000020,1900-01-01,estimated_year,education_start,education,"Begins art studies","Picasso begins studying art at the Academy of Fine Arts in Barcelona",biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000058,ASTRO-RS-EVENT-v0.1.0,event,1,false,ASTRO-REC-WIKI-000020,1904-01-01,estimated_year,career_start,career,"First solo exhibition","Picasso has his first solo exhibition in Barcelona",biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000059,ASTRO-RS-EVENT-v0.1.0,event,1,false,ASTRO-REC-WIKI-000013,1957-02-08,exact,death,life_milestone,"Death of Von Neumann","John von Neumann dies in Washington D.C. at age 53",biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000060,ASTRO-RS-EVENT-v0.1.0,event,1,false,ASTRO-REC-WIKI-000026,1960-01-01,estimated_year,career_start,career,"First professional play","Wole Soyinka's first professional play performed in Lagos",biography,verified_multi_source,verified,public
