_record_id,_dataset_id,_record_type,_version,_is_deleted,chart_record_id,event_date,event_date_accuracy,event_type,event_category,title,description,source_type,verification_status,confidence_tier,privacy_tier
ASTRO-REC-EVNT-000577,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-067019,1999-12-25,exact,financial_milestone,wealth,founding of company,Serena Williams - founding of company (1999-12-25),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000578,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-087722,1966-09-17,estimated_year,financial_milestone,wealth,inheritance,Ernest Hemingway - inheritance (1966-09-17),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000716,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-022350,1963-04-25,exact,financial_gain,wealth,First major {source},Steven Spielberg - first major {source} (1963-04-25),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000617,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-063249,1976-11-05,exact,financial_milestone,wealth,Philanthropic giving,Muhammad Ali - philanthropic giving (1976-11-05),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000598,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-023584,1875-12-27,exact,financial_milestone,wealth,Philanthropic philanthropic work,Frederic Chopin - philanthropic philanthropic work (1875-12-27),biography,verified_single_source,verified,public
ASTRO-REC-EVNT-000562,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-014543,2014-09-17,exact,financial_milestone,wealth,Philanthropic philanthropic work,James Cameron - philanthropic philanthropic work (2014-09-17),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000682,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-068388,1961-11-11,estimated_year,financial_milestone,wealth,Philanthropic philanthropic work,Jackie Robinson - philanthropic philanthropic work (1961-11-11),biography,verified_single_source,verified,public
ASTRO-REC-EVNT-000728,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-013264,2007-11-18,estimated_year,financial_gain,wealth,First major {source},Usain Bolt - first major {source} (2007-11-18),news_archive,verified_multi_source,estimated,public
ASTRO-REC-EVNT-000655,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-070689,1916-10-13,exact,financial_milestone,wealth,first million,Albert Einstein - first million (1916-10-13),biography,verified_single_source,verified,public
ASTRO-REC-EVNT-000613,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-004809,1941-07-10,estimated_year,financial_milestone,wealth,bankruptcy,Walt Disney - bankruptcy (1941-07-10),biography,verified_single_source,verified,public
ASTRO-REC-EVNT-000678,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-063249,1949-08-19,exact,financial_milestone,wealth,billionaire status,Muhammad Ali - billionaire status (1949-08-19),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000710,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-007439,2025-01-04,exact,financial_milestone,wealth,Philanthropic giving,Michael Jordan - philanthropic giving (2025-01-04),news_archive,verified_multi_source,verified,public
ASTRO-REC-EVNT-000596,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-047357,1966-11-27,exact,financial_gain,wealth,First major {source},Joe Biden - first major {source} (1966-11-27),biography,verified_single_source,verified,public
ASTRO-REC-EVNT-000602,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-064861,1905-05-12,estimated_year,financial_milestone,wealth,first million,Marie Curie - first million (1905-05-12),news_archive,verified_multi_source,verified,public
ASTRO-REC-EVNT-000554,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-013264,2005-02-02,estimated_year,financial_milestone,wealth,IPO,Usain Bolt - ipo (2005-02-02),biography,verified_single_source,verified,public
ASTRO-REC-EVNT-000681,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-072690,1944-08-23,exact,financial_gain,wealth,First major {source},Babe Ruth - first major {source} (1944-08-23),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000722,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-072532,1947-12-23,exact,financial_milestone,wealth,inheritance,Frida Kahlo - inheritance (1947-12-23),biography,verified_single_source,verified,public
ASTRO-REC-EVNT-000636,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-013770,1653-06-20,exact,financial_gain,wealth,First major {source},Isaac Newton - first major {source} (1653-06-20),news_archive,verified_multi_source,verified,public
ASTRO-REC-EVNT-000718,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-051753,1861-08-09,exact,financial_milestone,wealth,Philanthropic charitable foundation,Vincent van Gogh - philanthropic charitable foundation (1861-08-09),news_archive,verified_single_source,verified,public
ASTRO-REC-EVNT-000629,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-061138,1979-02-19,estimated_year,financial_milestone,wealth,billionaire status,Spike Lee - billionaire status (1979-02-19),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000584,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-013264,2002-03-27,estimated_year,financial_milestone,wealth,Philanthropic giving,Usain Bolt - philanthropic giving (2002-03-27),biography,verified_multi_source,estimated,public
ASTRO-REC-EVNT-000574,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-012740,2004-12-11,exact,financial_milestone,wealth,billionaire status,Stephen Hawking - billionaire status (2004-12-11),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000732,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-061138,2004-05-08,exact,financial_gain,wealth,First major {source},Spike Lee - first major {source} (2004-05-08),news_archive,verified_single_source,verified,public
ASTRO-REC-EVNT-000571,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-066665,1633-01-14,exact,financial_milestone,wealth,acquisition,Galileo Galilei - acquisition (1633-01-14),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000567,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-072532,1935-03-15,estimated_year,financial_milestone,wealth,Philanthropic charitable foundation,Frida Kahlo - philanthropic charitable foundation (1935-03-15),news_archive,verified_multi_source,verified,public
ASTRO-REC-EVNT-000592,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-001598,1960-12-15,estimated_year,financial_milestone,wealth,stock market crash,Martin Scorsese - stock market crash (1960-12-15),biography,verified_single_source,estimated,public
ASTRO-REC-EVNT-000635,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-028853,1862-03-01,exact,financial_milestone,wealth,inheritance,Claude Monet - inheritance (1862-03-01),biography,verified_single_source,estimated,public
ASTRO-REC-EVNT-000702,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-073997,1997-12-14,estimated_year,financial_gain,wealth,First major {source},Warren Buffett - first major {source} (1997-12-14),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000675,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-083445,2009-12-22,estimated_year,financial_milestone,wealth,Philanthropic charitable foundation,Michael Jackson - philanthropic charitable foundation (2009-12-22),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000684,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-069350,1942-03-20,exact,financial_milestone,wealth,stock market crash,Margaret Thatcher - stock market crash (1942-03-20),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000558,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-022350,1979-04-19,exact,financial_gain,wealth,First major {source},Steven Spielberg - first major {source} (1979-04-19),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000597,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-014926,1768-05-16,estimated_year,financial_gain,wealth,First major {source},Wolfgang Mozart - first major {source} (1768-05-16),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000667,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-006582,1997-11-04,estimated_year,financial_milestone,wealth,Philanthropic giving,Christopher Nolan - philanthropic giving (1997-11-04),biography,verified_single_source,verified,public
ASTRO-REC-EVNT-000561,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-072690,1911-11-27,estimated_year,financial_milestone,wealth,billionaire status,Babe Ruth - billionaire status (1911-11-27),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000607,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-039681,1694-05-22,exact,financial_gain,wealth,First major {source},Johann Bach - first major {source} (1694-05-22),biography,verified_single_source,verified,public
ASTRO-REC-EVNT-000707,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-015931,2017-08-22,exact,financial_milestone,wealth,Philanthropic charitable foundation,Angela Merkel - philanthropic charitable foundation (2017-08-22),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000576,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-031900,1943-11-18,estimated_year,financial_milestone,wealth,Philanthropic philanthropic work,Gabriel Garcia Marquez - philanthropic philanthropic work (1943-11-18),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000625,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-035650,1924-06-06,exact,financial_milestone,wealth,IPO,Alan Turing - ipo (1924-06-06),biography,verified_single_source,verified,public
ASTRO-REC-EVNT-000717,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-017676,2000-03-26,exact,financial_milestone,wealth,inheritance,Barack Obama - inheritance (2000-03-26),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000594,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-065954,1949-11-09,exact,financial_milestone,wealth,Philanthropic charitable foundation,Nelson Mandela - philanthropic charitable foundation (1949-11-09),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000644,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-007439,2021-06-23,exact,financial_gain,wealth,First major {source},Michael Jordan - first major {source} (2021-06-23),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000632,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-019529,1911-09-07,exact,financial_gain,wealth,First major {source},Alfred Hitchcock - first major {source} (1911-09-07),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000641,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-006582,1978-12-26,exact,financial_milestone,wealth,inheritance,Christopher Nolan - inheritance (1978-12-26),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000560,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-069350,1939-11-09,exact,financial_milestone,wealth,bankruptcy,Margaret Thatcher - bankruptcy (1939-11-09),news_archive,verified_multi_source,verified,public
ASTRO-REC-EVNT-000724,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-070095,1856-08-01,exact,financial_gain,wealth,First major {source},John D. Rockefeller - first major {source} (1856-08-01),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000621,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-051753,1913-03-10,estimated_year,financial_milestone,wealth,acquisition,Vincent van Gogh - acquisition (1913-03-10),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000550,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-013264,1996-08-25,estimated_year,financial_milestone,wealth,Philanthropic giving,Usain Bolt - philanthropic giving (1996-08-25),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000701,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-007439,1996-02-12,exact,financial_milestone,wealth,inheritance,Michael Jordan - inheritance (1996-02-12),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000714,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-051353,1955-04-08,estimated_year,financial_milestone,wealth,Philanthropic giving,Stephen King - philanthropic giving (1955-04-08),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000666,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-041303,1933-07-10,exact,financial_milestone,wealth,Philanthropic giving,Salvador Dali - philanthropic giving (1933-07-10),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000700,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-031327,1804-06-15,exact,financial_milestone,wealth,Philanthropic charitable foundation,Jane Austen - philanthropic charitable foundation (1804-06-15),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000656,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-023584,1847-08-11,estimated_year,financial_gain,wealth,First major {source},Frederic Chopin - first major {source} (1847-08-11),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000609,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-068388,1932-02-27,exact,financial_gain,wealth,First major {source},Jackie Robinson - first major {source} (1932-02-27),biography,verified_multi_source,estimated,public
ASTRO-REC-EVNT-000637,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-093056,1975-02-19,estimated_year,financial_gain,wealth,First major {source},Steve Jobs - first major {source} (1975-02-19),biography,verified_single_source,estimated,public
ASTRO-REC-EVNT-000568,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-064384,1953-08-15,exact,financial_milestone,wealth,bankruptcy,Bob Dylan - bankruptcy (1953-08-15),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000674,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-093056,1960-03-21,exact,financial_milestone,wealth,Philanthropic charitable foundation,Steve Jobs - philanthropic charitable foundation (1960-03-21),biography,verified_single_source,verified,public
ASTRO-REC-EVNT-000721,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-024904,1869-10-11,exact,financial_milestone,wealth,Philanthropic giving,Mark Twain - philanthropic giving (1869-10-11),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000638,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-072690,1915-10-04,estimated_year,financial_milestone,wealth,first million,Babe Ruth - first million (1915-10-04),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000679,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-025975,2016-10-20,estimated_year,financial_milestone,wealth,IPO,Jeff Bezos - ipo (2016-10-20),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000713,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-051753,1878-03-01,estimated_year,financial_milestone,wealth,billionaire status,Vincent van Gogh - billionaire status (1878-03-01),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000723,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-004809,1928-07-27,exact,financial_milestone,wealth,merger,Walt Disney - merger (1928-07-27),biography,verified_single_source,estimated,public
ASTRO-REC-EVNT-000590,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-028853,1850-09-28,exact,financial_milestone,wealth,Philanthropic giving,Claude Monet - philanthropic giving (1850-09-28),news_archive,verified_multi_source,verified,public
ASTRO-REC-EVNT-000639,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-073997,1944-02-06,exact,financial_milestone,wealth,stock market crash,Warren Buffett - stock market crash (1944-02-06),biography,verified_single_source,verified,public
ASTRO-REC-EVNT-000566,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-028853,1902-04-03,exact,financial_milestone,wealth,IPO,Claude Monet - ipo (1902-04-03),biography,verified_multi_source,estimated,public
ASTRO-REC-EVNT-000697,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-060447,1821-07-17,exact,financial_gain,wealth,First major {source},Ludwig van Beethoven - first major {source} (1821-07-17),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000685,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-020446,1958-11-06,exact,financial_milestone,wealth,Philanthropic giving,Toni Morrison - philanthropic giving (1958-11-06),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000663,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-061138,1982-03-01,exact,financial_milestone,wealth,Philanthropic philanthropic work,Spike Lee - philanthropic philanthropic work (1982-03-01),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000659,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-081846,1466-01-08,exact,financial_milestone,wealth,founding of company,Leonardo da Vinci - founding of company (1466-01-08),biography,verified_multi_source,verified,public
ASTRO-REC-EVNT-000628,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-013264,2009-05-02,exact,financial_milestone,wealth,Philanthropic charitable foundation,Usain Bolt - philanthropic charitable foundation (2009-05-02),biography,verified_multi_source,estimated,public
ASTRO-REC-EVNT-000660,ASTRO-RS-EVENT-v1.0.0,event,1,false,ASTRO-REC-COHORT-066665,1614-12-18,exact,financial_milestone,wealth,acquisition,Galileo Galilei - acquisition (1614-12-18),biography,verified_single_source,verified,public
