_record_id,_dataset_id,_record_type,_version,_is_deleted,birth_date,birth_time,birth_year,birth_month,birth_dow,birth_hour,latitude,longitude,country_code,timezone_offset_minutes,region,confidence_tier,privacy_tier
ASTRO-REC-RANDOM-000030,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1921-07-01,12:16:59,1921,7,5,12.266666666666667,58.1239,-98.1494,CA,-420,north_america,synthetic,public
ASTRO-REC-RANDOM-000031,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1993-09-22,22:31:09,1993,9,3,22.516666666666666,-21.3274,-3.6724,NG,0,africa,synthetic,public
ASTRO-REC-RANDOM-000032,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1969-01-24,10:03:03,1969,1,3,10.05,25.4462,105.2565,MY,420,asia,synthetic,public
ASTRO-REC-RANDOM-000033,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1965-02-28,05:04:38,1965,2,4,5.066666666666666,7.3786,137.5637,VN,540,asia,synthetic,public
ASTRO-REC-RANDOM-000034,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,2013-10-08,18:38:02,2013,10,2,18.633333333333333,26.6784,97.7302,PK,420,asia,synthetic,public
ASTRO-REC-RANDOM-000035,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1940-05-07,21:45:20,1940,5,2,21.75,13.354,95.6207,BD,360,asia,synthetic,public
ASTRO-REC-RANDOM-000036,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1958-06-30,02:00:29,1958,6,1,2.0,9.7235,22.2245,ZA,60,africa,synthetic,public
ASTRO-REC-RANDOM-000037,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1927-09-09,04:59:22,1927,9,5,4.983333333333333,35.8302,139.1343,TH,540,asia,synthetic,public
ASTRO-REC-RANDOM-000038,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1956-09-23,09:39:51,1956,9,0,9.65,27.8892,60.7041,MY,240,asia,synthetic,public
ASTRO-REC-RANDOM-000039,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1984-02-29,04:16:07,1984,2,1,4.266666666666667,36.1399,126.8175,JP,480,asia,synthetic,public
ASTRO-REC-RANDOM-000040,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1977-04-23,10:13:43,1977,4,6,10.216666666666667,27.1983,83.7586,PH,360,asia,synthetic,public
ASTRO-REC-RANDOM-000041,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,2016-01-03,20:27:53,2016,1,6,20.45,14.6838,60.3191,JP,240,asia,synthetic,public
ASTRO-REC-RANDOM-000042,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1933-03-24,14:35:45,1933,3,5,14.583333333333334,-4.2065,-19.2748,ZA,-60,africa,synthetic,public
ASTRO-REC-RANDOM-000043,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1988-03-18,01:53:23,1988,3,5,1.8833333333333333,47.038,-119.6334,US,-480,north_america,synthetic,public
ASTRO-REC-RANDOM-000044,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1946-01-29,11:13:43,1946,1,0,11.216666666666667,13.7335,69.2514,MY,300,asia,synthetic,public
ASTRO-REC-RANDOM-000045,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1952-10-24,04:59:59,1952,10,5,4.983333333333333,28.0206,-118.6249,US,-480,north_america,synthetic,public
ASTRO-REC-RANDOM-000046,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1903-03-24,10:50:59,1903,3,2,10.833333333333334,37.6442,-83.1065,MX,-360,north_america,synthetic,public
ASTRO-REC-RANDOM-000047,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1934-03-26,22:06:24,1934,3,1,22.1,65.5258,32.9297,IT,120,europe,synthetic,public
ASTRO-REC-RANDOM-000048,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,2017-08-12,09:52:50,2017,8,6,9.866666666666667,35.4963,80.0631,BD,300,asia,synthetic,public
ASTRO-REC-RANDOM-000049,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1942-05-28,02:49:17,1942,5,4,2.8166666666666664,17.2901,105.8465,BD,420,asia,synthetic,public
ASTRO-REC-RANDOM-000050,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1968-06-01,03:56:16,1968,6,6,3.9333333333333336,-43.036,-36.686,CO,-120,south_america,synthetic,public
ASTRO-REC-RANDOM-000051,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1976-07-12,23:50:20,1976,7,1,23.833333333333332,20.2738,148.5812,CN,600,asia,synthetic,public
ASTRO-REC-RANDOM-000052,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1973-04-09,01:45:27,1973,4,1,1.75,5.0592,143.3018,MY,600,asia,synthetic,public
ASTRO-REC-RANDOM-000053,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,2020-12-24,21:12:23,2020,12,4,21.2,-3.9466,51.1656,MA,180,africa,synthetic,public
ASTRO-REC-RANDOM-000054,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1984-02-24,09:32:19,1984,2,3,9.533333333333333,13.0163,4.4637,GH,0,africa,synthetic,public
ASTRO-REC-RANDOM-000055,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1924-07-22,12:43:47,1924,7,2,12.716666666666667,36.5982,115.3963,ID,480,asia,synthetic,public
ASTRO-REC-RANDOM-000056,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,2006-01-10,09:13:27,2006,1,0,9.216666666666667,32.5016,114.5995,TH,480,asia,synthetic,public
ASTRO-REC-RANDOM-000057,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1956-11-07,16:30:50,1956,11,3,16.5,36.5413,131.6422,JP,540,asia,synthetic,public
ASTRO-REC-RANDOM-000058,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1936-09-22,20:39:21,1936,9,2,20.65,-28.2761,51.4,EG,180,africa,synthetic,public
ASTRO-REC-RANDOM-000059,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1928-04-05,00:02:15,1928,4,4,0.03333333333333333,35.8434,25.8455,ZA,120,africa,synthetic,public
ASTRO-REC-RANDOM-000060,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,2013-11-19,06:45:44,2013,11,2,6.75,18.4392,95.9688,JP,360,asia,synthetic,public
ASTRO-REC-RANDOM-000061,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1900-02-25,13:14:11,1900,2,4,13.233333333333333,22.8959,32.1934,TZ,120,africa,synthetic,public
ASTRO-REC-RANDOM-000062,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1931-02-15,04:51:29,1931,2,4,4.85,28.3652,148.9103,PK,600,asia,synthetic,public
ASTRO-REC-RANDOM-000063,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1996-08-20,23:57:32,1996,8,2,23.95,19.9359,141.6169,PH,540,asia,synthetic,public
ASTRO-REC-RANDOM-000064,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1995-08-15,08:48:15,1995,8,2,8.8,61.1925,-110.5882,MX,-420,north_america,synthetic,public
ASTRO-REC-RANDOM-000065,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1930-05-15,02:45:18,1930,5,4,2.75,13.2073,90.2263,MY,360,asia,synthetic,public
ASTRO-REC-RANDOM-000066,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1919-04-13,22:09:45,1919,4,0,22.15,12.4884,97.3381,TH,360,asia,synthetic,public
ASTRO-REC-RANDOM-000067,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1953-01-07,13:24:57,1953,1,1,13.4,31.9429,145.1456,IN,600,asia,synthetic,public
ASTRO-REC-RANDOM-000068,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1997-10-13,15:00:22,1997,10,1,15.0,45.4514,9.4993,SE,60,europe,synthetic,public
ASTRO-REC-RANDOM-000069,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1994-09-26,19:57:14,1994,9,1,19.95,22.088,84.5642,PH,360,asia,synthetic,public
ASTRO-REC-RANDOM-000070,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1943-11-22,12:46:10,1943,11,1,12.766666666666667,34.4177,142.7587,PK,600,asia,synthetic,public
ASTRO-REC-RANDOM-000071,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,2016-07-19,18:42:01,2016,7,2,18.7,7.9382,98.5751,PH,420,asia,synthetic,public
ASTRO-REC-RANDOM-000072,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1933-07-11,06:29:20,1933,7,2,6.483333333333333,16.8125,139.1676,ID,540,asia,synthetic,public
ASTRO-REC-RANDOM-000073,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,2006-07-09,02:30:01,2006,7,0,2.5,18.9297,-16.0936,MA,-60,africa,synthetic,public
ASTRO-REC-RANDOM-000074,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1908-11-02,00:15:12,1908,11,1,0.25,34.373,115.9202,KR,480,asia,synthetic,public
ASTRO-REC-RANDOM-000075,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1985-02-19,06:29:44,1985,2,6,6.483333333333333,13.9685,93.2006,PK,360,asia,synthetic,public
ASTRO-REC-RANDOM-000076,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1995-12-04,05:19:06,1995,12,1,5.316666666666666,6.6653,49.6665,ET,180,africa,synthetic,public
ASTRO-REC-RANDOM-000077,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1991-04-03,18:44:53,1991,4,3,18.733333333333334,26.9535,69.1711,ID,300,asia,synthetic,public
ASTRO-REC-RANDOM-000078,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1976-02-26,18:50:02,1976,2,2,18.833333333333332,47.1521,11.4189,NL,60,europe,synthetic,public
ASTRO-REC-RANDOM-000079,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1982-06-01,13:52:31,1982,6,2,13.866666666666667,8.6939,146.4709,BD,600,asia,synthetic,public
ASTRO-REC-RANDOM-000080,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1958-12-05,13:11:46,1958,12,5,13.183333333333334,43.6961,-84.468,MX,-360,north_america,synthetic,public
ASTRO-REC-RANDOM-000081,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1968-08-15,13:52:46,1968,8,4,13.866666666666667,55.7366,6.1152,IT,0,europe,synthetic,public
ASTRO-REC-RANDOM-000082,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1911-05-29,14:15:48,1911,5,1,14.25,51.2648,20.5166,SE,60,europe,synthetic,public
ASTRO-REC-RANDOM-000083,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1963-06-06,15:13:22,1963,6,4,15.216666666666667,32.9241,90.6305,PK,360,asia,synthetic,public
ASTRO-REC-RANDOM-000084,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1935-09-01,16:12:05,1935,9,0,16.2,-17.6224,10.4821,EG,60,africa,synthetic,public
ASTRO-REC-RANDOM-000085,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1982-12-16,14:50:01,1982,12,4,14.833333333333334,-28.3002,-3.3803,EG,0,africa,synthetic,public
ASTRO-REC-RANDOM-000086,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1974-06-16,17:33:22,1974,6,0,17.55,19.8926,127.1342,TH,480,asia,synthetic,public
ASTRO-REC-RANDOM-000087,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1958-05-10,08:14:07,1958,5,6,8.233333333333333,30.245,88.3993,IR,360,asia,synthetic,public
ASTRO-REC-RANDOM-000088,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1997-12-06,06:13:47,1997,12,6,6.216666666666667,21.947,125.2127,MY,480,asia,synthetic,public
ASTRO-REC-RANDOM-000089,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1912-04-10,07:23:11,1912,4,3,7.383333333333334,15.5794,123.7217,JP,480,asia,synthetic,public
ASTRO-REC-RANDOM-000090,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1906-09-10,22:08:40,1906,9,1,22.133333333333333,35.3961,104.1791,IN,420,asia,synthetic,public
ASTRO-REC-RANDOM-000091,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1960-08-15,10:11:03,1960,8,1,10.183333333333334,13.8367,137.5551,CN,540,asia,synthetic,public
ASTRO-REC-RANDOM-000092,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1951-08-03,18:40:43,1951,8,5,18.666666666666668,36.8763,-2.5401,PT,0,europe,synthetic,public
ASTRO-REC-RANDOM-000093,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1910-04-04,17:48:26,1910,4,1,17.8,48.3475,-74.6481,US,-300,north_america,synthetic,public
ASTRO-REC-RANDOM-000094,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1948-08-30,14:19:55,1948,8,1,14.316666666666666,55.5984,11.4415,PT,60,europe,synthetic,public
ASTRO-REC-RANDOM-000095,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1978-12-04,06:40:13,1978,12,1,6.666666666666667,-15.9455,-13.9109,EG,-60,africa,synthetic,public
ASTRO-REC-RANDOM-000096,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1909-03-01,13:28:44,1909,3,1,13.466666666666667,25.7834,86.2133,KR,360,asia,synthetic,public
ASTRO-REC-RANDOM-000097,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1936-12-28,14:04:43,1936,12,1,14.066666666666666,13.1698,83.8099,BD,360,asia,synthetic,public
ASTRO-REC-RANDOM-000098,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,2002-04-14,03:34:14,2002,4,0,3.5666666666666664,27.6672,141.757,JP,540,asia,synthetic,public
ASTRO-REC-RANDOM-000099,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1921-05-20,23:52:36,1921,5,5,23.866666666666667,37.2417,99.5238,PH,420,asia,synthetic,public
ASTRO-REC-RANDOM-000100,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1989-07-31,08:32:34,1989,7,1,8.533333333333333,0.5533,-13.9669,NG,-60,africa,synthetic,public
ASTRO-REC-RANDOM-000101,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1994-06-20,08:01:05,1994,6,1,8.016666666666667,27.5908,-82.7991,MX,-360,north_america,synthetic,public
ASTRO-REC-RANDOM-000102,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1902-11-27,08:36:02,1902,11,4,8.6,31.7088,75.7672,MY,300,asia,synthetic,public
ASTRO-REC-RANDOM-000103,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,2017-05-06,18:27:40,2017,5,6,18.45,23.6256,52.6791,TZ,240,africa,synthetic,public
ASTRO-REC-RANDOM-000104,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1942-06-22,03:54:10,1942,6,1,3.9,16.5431,122.4306,ID,480,asia,synthetic,public
ASTRO-REC-RANDOM-000105,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1951-09-02,14:05:20,1951,9,0,14.083333333333334,-16.8273,-11.3059,ET,-60,africa,synthetic,public
ASTRO-REC-RANDOM-000106,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,2005-01-22,17:29:26,2005,1,4,17.483333333333334,36.8971,15.922,PT,60,europe,synthetic,public
ASTRO-REC-RANDOM-000107,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1980-08-25,01:13:17,1980,8,1,1.2166666666666668,4.5438,49.5755,TZ,180,africa,synthetic,public
ASTRO-REC-RANDOM-000108,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1962-02-01,20:38:51,1962,2,1,20.633333333333333,28.1614,-118.9135,MX,-480,north_america,synthetic,public
ASTRO-REC-RANDOM-000109,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1952-02-08,03:29:07,1952,2,3,3.4833333333333334,27.6698,73.8574,IR,300,asia,synthetic,public
ASTRO-REC-RANDOM-000110,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1990-05-14,15:30:15,1990,5,1,15.5,20.9875,73.0178,KR,300,asia,synthetic,public
ASTRO-REC-RANDOM-000111,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1965-12-29,04:55:04,1965,12,3,4.916666666666667,30.1936,-74.6996,CA,-300,north_america,synthetic,public
ASTRO-REC-RANDOM-000112,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,2000-09-09,00:18:46,2000,9,6,0.3,15.4495,112.8244,BD,480,asia,synthetic,public
ASTRO-REC-RANDOM-000113,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1919-08-18,15:22:21,1919,8,1,15.366666666666667,24.3171,108.9087,PH,420,asia,synthetic,public
ASTRO-REC-RANDOM-000114,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,2011-04-23,07:36:24,2011,4,6,7.6,27.8459,-75.7119,US,-300,north_america,synthetic,public
ASTRO-REC-RANDOM-000115,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1960-12-30,12:24:42,1960,12,5,12.4,32.7338,118.6817,JP,480,asia,synthetic,public
ASTRO-REC-RANDOM-000116,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1904-03-17,18:21:55,1904,3,4,18.35,8.5128,136.0535,CN,540,asia,synthetic,public
ASTRO-REC-RANDOM-000117,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1958-01-24,04:26:55,1958,1,3,4.433333333333334,27.9173,73.8925,PH,300,asia,synthetic,public
ASTRO-REC-RANDOM-000118,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1933-06-20,22:25:41,1933,6,2,22.416666666666668,37.811,6.4283,GR,0,europe,synthetic,public
ASTRO-REC-RANDOM-000119,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1940-11-23,15:55:34,1940,11,6,15.916666666666666,6.2565,66.1579,BD,240,asia,synthetic,public
ASTRO-REC-RANDOM-000120,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1936-04-24,02:27:06,1936,4,5,2.45,19.7466,32.7918,ZA,120,africa,synthetic,public
ASTRO-REC-RANDOM-000121,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1988-05-29,00:02:20,1988,5,0,0.03333333333333333,32.865,86.4031,TH,360,asia,synthetic,public
ASTRO-REC-RANDOM-000122,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1931-09-14,18:43:50,1931,9,1,18.716666666666665,11.302,75.7562,PK,300,asia,synthetic,public
ASTRO-REC-RANDOM-000123,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1979-11-08,15:58:37,1979,11,4,15.966666666666667,22.8715,-97.7195,CA,-420,north_america,synthetic,public
ASTRO-REC-RANDOM-000124,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1985-01-29,14:57:18,1985,1,0,14.95,28.7164,74.2178,PH,300,asia,synthetic,public
ASTRO-REC-RANDOM-000125,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1975-05-21,13:44:16,1975,5,3,13.733333333333333,40.126,-108.8515,CA,-420,north_america,synthetic,public
ASTRO-REC-RANDOM-000126,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1913-04-13,18:22:36,1913,4,0,18.366666666666667,45.3555,24.964,GB,120,europe,synthetic,public
ASTRO-REC-RANDOM-000127,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1984-07-09,00:36:55,1984,7,1,0.6,-9.0514,-46.4899,BR,-180,south_america,synthetic,public
ASTRO-REC-RANDOM-000128,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1995-08-27,09:49:51,1995,8,0,9.816666666666666,27.6565,-73.8648,US,-300,north_america,synthetic,public
ASTRO-REC-RANDOM-000129,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1979-05-22,23:49:42,1979,5,2,23.816666666666666,14.0216,-9.7416,ZA,-60,africa,synthetic,public
ASTRO-REC-RANDOM-000130,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1982-01-10,14:02:37,1982,1,5,14.033333333333333,35.0674,-120.8012,CA,-480,north_america,synthetic,public
ASTRO-REC-RANDOM-000131,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1953-03-07,04:50:34,1953,3,6,4.833333333333333,35.6761,92.9272,MY,360,asia,synthetic,public
ASTRO-REC-RANDOM-000132,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,2006-03-09,15:51:18,2006,3,4,15.85,56.0608,-106.2899,US,-420,north_america,synthetic,public
ASTRO-REC-RANDOM-000133,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1909-03-25,07:55:43,1909,3,4,7.916666666666667,30.3476,148.1948,MY,600,asia,synthetic,public
ASTRO-REC-RANDOM-000134,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,2001-07-01,08:34:07,2001,7,0,8.566666666666666,20.9175,120.5546,BD,480,asia,synthetic,public
ASTRO-REC-RANDOM-000135,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1948-11-12,03:43:14,1948,11,5,3.716666666666667,21.5017,115.7592,MY,480,asia,synthetic,public
ASTRO-REC-RANDOM-000136,ASTRO-SY-RANDOM-v1.0.0,synthetic,1,false,1978-04-21,02:40:52,1978,4,5,2.6666666666666665,21.2494,123.0969,BD,480,asia,synthetic,public
